GENE,BF_SP_HT,BF_SP_WT
BTAF1,2.4713333333333334,9.559000000000001
BTBD10,-3.109,-0.7493333333333334
BUB1,21.951666666666668,46.25366666666667
BUB1B,8.249666666666666,28.764666666666667
BUB3,3.142333333333333,24.056333333333335
BUD13,10.541,32.257
BUD31,-1.6723333333333334,4.7
BYSL,-0.8803333333333333,21.275
C10orf111,8.008666666666667,25.33566666666667
C10orf76,-0.7926666666666667,-2.8353333333333333
C11orf45,-4.636666666666667,1.348666666666667
C12orf45,13.299,36.922333333333334
C14orf166,26.058333333333334,31.564333333333334
C17orf78,-3.6109999999999998,-8.839333333333332
C19orf25,5.404999999999999,25.678
C19orf54,-2.6986666666666665,9.309333333333333
C1orf112,6.331666666666667,5.6433333333333335
C1orf226,-3.4396666666666667,1.7449999999999994
C1QL4,-6.812666666666667,-0.6936666666666667
C20orf173,-4.367666666666667,-9.905333333333333
C21orf59,-1.0653333333333335,12.233333333333334
C21orf62,-5.296666666666667,1.929
C22orf29,20.434666666666665,49.27766666666667
C5orf49,-0.4363333333333333,4.125
C5orf66,-3.7213333333333334,8.494333333333334
C8A,-4.738333333333333,-8.333333333333334
C9orf163,-5.389333333333333,-7.192333333333334
C9orf78,-2.214,10.458
CAB39,-4.961666666666667,10.627666666666666
CABP2,-3.1326666666666667,-6.531333333333333
CACNA1B,-5.7490000000000006,-10.3955
CACNB2,-4.817333333333333,0.9410000000000002
CACNG3,-5.1193333333333335,-10.718666666666667
CAGE1,17.788999999999998,37.504333333333335
CAMLG,-1.5013333333333334,8.989
CAMSAP2,-2.51,4.920999999999999
CAMTA2,-4.701,-0.20899999999999963
CAND1,-2.606,11.971
CAPN11,-1.792,1.9353333333333331
CAPN7,-4.198,-1.4616666666666667
CAPZA1,-8.983,-0.3873333333333333
CAPZA2,-6.128666666666667,-10.051666666666668
CAPZB,1.7356666666666665,28.78933333333333
CARF,-1.6913333333333334,8.241333333333333
CASC10,-3.281,2.3726666666666665
CBFA2T2,0.9143333333333333,-6.996666666666667
CBLL1,3.900666666666667,21.437
CBX1,5.275,1.6726666666666667
CBX3,-0.15766666666666673,-6.797666666666666
CCAR1,4.624333333333333,27.12
CCDC12,3.3409999999999997,26.666666666666668
CCDC121,9.019,28.284666666666666
CCDC134,6.843666666666667,-4.025666666666667
CCDC172,-5.221,-11.225666666666667
CCDC28B,-2.049,5.488666666666667
CCDC6,-11.558,-15.554333333333334
CCDC86,4.800333333333334,34.43933333333333
CCDC94,6.85,23.934666666666665
CCL21,-2.033333333333333,3.3606666666666665
CCL26,1.3503333333333334,18.743666666666666
CCNB2,-1.9623333333333335,-5.769
CCND1,-0.9063333333333333,-6.9079999999999995
CCNH,12.135,32.06166666666667
CCP110,7.097666666666666,28.347666666666665
CCT2,23.453333333333333,31.022333333333332
CCT3,21.139,27.075666666666667
CCT6A,12.061,38.702
CCT6B,5.736,32.82533333333333
CDAN1,18.451666666666668,44.81333333333333
CDC123,5.8116666666666665,27.236666666666668
CDC16,15.353666666666667,32.788
CDC25A,17.373,31.78366666666667
CDC26,6.867333333333334,31.828000000000003
CDC27,17.354333333333333,27.14333333333333
CDC45,2.2046666666666668,12.035
CDC5L,32.346333333333334,33.385333333333335
CDCA3,12.495000000000001,-0.6076666666666666
CDCA5,-5.624,-4.116
CDH2,0.22666666666666688,13.505
CDHR1,2.515,9.948333333333332
CDIPT,-4.822333333333333,3.9099999999999997
CDK1,21.15266666666667,46.977666666666664
CDK12,9.765333333333334,28.925
CDK13,-7.732333333333333,-0.996
CDK2AP2,-5.871666666666667,-4.227666666666667
CDK5RAP2,1.495,-5.300666666666666
CDK9,1.4056666666666664,25.319666666666667
CDKN2AIP,2.5416666666666665,1.45
CDKN2D,-2.691666666666667,5.133333333333334
CDNF,-5.269,6.204666666666666
CDSN,-3.212666666666667,-0.9080000000000004
CDT1,15.702,35.978
CELA2A,-5.807666666666667,-11.924
CEND1,-3.5133333333333336,7.216666666666667
CENPE,23.048333333333332,40.65566666666666
CENPF,24.528333333333332,11.361666666666666
CENPI,19.962666666666667,40.262
CENPK,13.48,32.23566666666667
CENPL,-1.048,11.591666666666667
CENPN,2.9779999999999998,26.017666666666667
CENPP,7.57,32.12466666666667
CENPU,-1.0126666666666666,13.100333333333333
CEP120,5.705333333333334,-4.060333333333333
CEP152,9.874,18.087333333333333
CEP295,27.279666666666664,31.430666666666667
CEP85,-2.7936666666666667,16.574666666666666
CEP89,16.160333333333334,13.445333333333332
CEP97,-3.4923333333333333,4.704000000000001
CETN2,22.635666666666665,34.287
CFAP20,13.546333333333333,26.747666666666667
CFAP57,15.841666666666667,32.899
CFAP61,1.1283333333333334,15.724333333333334
CFDP1,7.43,18.012333333333334
CFL1,-2.976,13.248666666666667
CHAF1B,29.810000000000002,48.265
CHCHD3,-3.205,3.7593333333333336
CHEK1,9.587333333333333,37.86
CHEK2,-4.248333333333334,5.218333333333333
CHMP4B,0.42749999999999977,10.599499999999999
CHMP6,14.24,42.19133333333333
CHORDC1,21.69066666666667,44.11366666666667
CHP1,2.467333333333333,15.739333333333335
CHRM3,-5.370333333333333,-3.028
CHST14,-7.1290000000000004,-6.793666666666667
CHTF18,0.4880000000000001,20.323666666666668
CHTOP,6.061333333333334,-5.969666666666667
CIAO1,-3.516,0.006666666666666672
CIB2,1.9523333333333335,9.664333333333333
CIR1,1.3650000000000002,17.59166666666667
CLDN19,0.682666666666667,16.058333333333334
CLEC16A,-6.758666666666667,-4.797000000000001
CLEC6A,-2.279,-7.5393333333333334
CLIP4,1.8053333333333337,9.997
CLNS1A,36.925333333333334,46.843
CLPB,-2.9803333333333333,3.5596666666666668
CLSPN,10.971666666666668,37.21
CLTB,-4.696,-4.633666666666667
CLUL1,-4.0633333333333335,-7.379333333333333
CMC2,9.904333333333334,33.848333333333336
CMTM5,-6.161333333333333,-2.6823333333333337
CNEP1R1,-1.2586666666666666,-3.5036666666666667
CNOT10,7.261,6.774666666666667
CNOT3,0.47800000000000004,15.636
CNOT4,-4.814666666666667,-2.8853333333333335
CNTNAP1,-4.568,8.116333333333333
COG3,7.989,10.809
COG4,1.3513333333333335,25.08533333333333
COG8,2.240666666666667,18.868000000000002
COL20A1,-5.792,-0.2523333333333331
COL27A1,-5.184666666666667,-8.749666666666666
COL4A3BP,0.464,-1.8146666666666667
COPA,14.998333333333333,37.865
COPG1,-3.643666666666667,2.2603333333333335
COPS4,16.68166666666667,37.72333333333333
COPS6,5.789000000000001,35.61533333333333
COPZ1,17.59,37.14533333333333
COX20,5.727,19.994333333333334
COX4I1,0.1880000000000002,9.680333333333333
COX6B1,2.613,-2.618
CPED1,-0.7866666666666665,3.342
CPNE6,-6.718999999999999,5.534
CPSF2,13.965666666666667,27.261333333333333
CPTP,1.1513333333333333,11.373
CRLS1,-1.4553333333333334,12.857333333333333
CRMP1,-3.542333333333333,-3.2933333333333334
CS,1.9956666666666667,-3.3606666666666665
CSNK2A1,0.2629999999999993,15.332
CSNK2B,-5.6610000000000005,-6.754666666666667
CTHRC1,-4.575,4.443666666666667
CTNNA1,7.041666666666666,14.973666666666666
CTNNBIP1,-7.305666666666667,0.18999999999999995
CTU2,5.851333333333334,19.145
CUL1,-5.594,13.926333333333334
CUL3,-4.283666666666667,5.054333333333333
CXCL5,-4.433333333333334,-3.0476666666666667
CXorf56,-8.114,-10.874
CXXC1,11.979666666666667,24.714666666666666
CYCS,-4.477333333333334,2.6173333333333333
CYFIP1,-2.5066666666666664,-7.673666666666667
CYP4B1,-4.979,-0.9830000000000003
CYP4F8,-4.335333333333333,-10.445666666666666
DAP,-2.413333333333333,3.3920000000000003
DBX2,-4.847666666666667,-4.632666666666666
DCAF15,-5.511,-5.875666666666667
DCAF16,7.084,14.616
DCAF4L2,-4.787333333333333,-7.82
DCAF7,1.2973333333333332,9.905666666666667
DCPS,25.138333333333335,23.347333333333335
DCTN2,-0.7236666666666665,7.585666666666667
DCTN3,26.208666666666666,44.49466666666667
DCTN5,19.942333333333334,34.30766666666666
DCTN6,23.449666666666666,37.72933333333334
DCUN1D3,-6.097666666666667,-0.7713333333333333
DDB1,5.374333333333333,24.722
DDRGK1,7.042666666666666,-0.257
DDX18,9.884,24.727
DDX21,24.435333333333332,41.313
DDX23,10.709666666666667,26.93466666666667
DDX27,16.75,36.833
DDX31,-2.915,9.098
DDX41,24.441,40.080666666666666
DDX46,5.156666666666666,31.583000000000002
DDX49,0.20499999999999993,12.945333333333332
DDX51,-2.9796666666666667,23.693
DDX52,3.335,17.896
DDX56,5.377000000000001,23.617
DDX60L,2.432666666666667,3.280333333333333
DEFA6,-6.902,-13.004333333333333
DEFB119,-5.435333333333333,-1.036
DEFB126,-3.1166666666666667,-9.994666666666665
DGCR14,13.512666666666666,37.242999999999995
DGKD,-3.5403333333333333,1.7816666666666665
DHX29,23.46066666666667,42.497
DHX33,4.026666666666666,23.36766666666667
DHX37,23.46,36.16466666666667
DHX38,-5.767666666666667,3.5616666666666665
DHX8,0.4063333333333333,10.321666666666667
DHX9,2.7333333333333334,15.559
DIEXF,8.989,29.642
DIS3L,2.2983333333333333,3.696
DKC1,16.131,35.804
DLAT,1.8976666666666668,-4.764333333333333
DLD,0.865,-4.7683333333333335
DLGAP5,13.798,6.7843333333333335
DLK2,-1.1316666666666666,4.463
DLX4,4.397,7.468333333333333
DNA2,20.196666666666665,34.90533333333333
DNAJA3,1.8536666666666668,25.555
DNAJC11,-3.1803333333333335,4.915666666666666
DNAJC17,13.585666666666667,47.21633333333333
DNAJC3,4.707,4.794333333333333
DNAJC30,-5.213333333333333,9.504999999999999
DNAJC7,-2.0553333333333335,-6.818333333333333
DNM1L,-4.112666666666667,-7.724
DNTTIP2,14.657,36.76166666666666
DOHH,6.554666666666667,3.0619999999999994
DOT1L,-7.493666666666667,-0.42133333333333345
DPF2,1.7163333333333335,-1.6436666666666666
DPH3,-2.491,6.272
DPH5,5.264333333333333,4.473333333333333
DPH6,12.672333333333333,17.065333333333335
DPM1,11.47,31.474
DRAP1,-3.6783333333333332,20.038
DRD2,-3.731,8.925666666666666
DROSHA,19.459333333333333,47.81066666666666
DSC3,-4.642,1.8100000000000005
DUSP12,5.023333333333333,23.905
DUSP21,-6.302666666666667,-12.982
DUT,10.384,23.186
DVL3,-4.297,3.82
DYNC1H1,2.274333333333333,25.431
DYNC1I2,22.434,33.99933333333333
DYNLRB1,15.089666666666668,34.46066666666667
DZANK1,-0.04033333333333341,15.192666666666668
EAPP,8.035666666666668,5.656666666666666
EBNA1BP2,3.278333333333333,32.58733333333333
EEF1G,6.9959999999999996,23.608
EEF2,3.6116666666666664,19.87
EEF2K,-4.3326666666666664,1.466666666666667
EEFSEC,4.860333333333333,18.671333333333333
EFTUD2,21.263333333333332,39.82633333333333
EIF2B3,31.018,31.015
EIF2S1,14.329666666666668,26.146666666666665
EIF3I,18.217333333333332,30.584333333333333
EIF3K,3.9196666666666666,-1.5843333333333334
EIF3L,9.577333333333334,-0.28533333333333333
EIF4A2,7.008,35.394666666666666
EIF4A3,9.767666666666667,24.563
EIF6,4.282,20.21966666666667
ELAC2,11.913666666666668,30.051333333333332
ELF4,-4.634666666666667,-1.4116666666666664
ELMO1,-4.881,3.0330000000000004
ELOVL5,-3.0433333333333334,-7.8533333333333335
ELP2,8.781666666666666,23.488333333333333
ELP3,31.310666666666666,48.683
ELP4,27.258666666666667,45.437333333333335
ELP6,-2.1323333333333334,10.485999999999999
EMC1,4.208666666666667,15.371333333333334
EMC2,0.543,-0.595
EMC4,0.86,-2.4363333333333332
EME2,-3.835,8.486
EMG1,15.745000000000001,29.563999999999997
ENSA,-4.604,-4.749333333333333
ENY2,-2.8516666666666666,6.534999999999999
EPHB4,7.232666666666667,36.658
ERCC2,5.9223333333333334,28.194666666666667
ERCC3,12.493,35.473
ERCC4,4.0440000000000005,15.102333333333334
ERCC6L,12.179333333333334,26.094666666666665
EREG,-3.848666666666667,-1.0483333333333333
ERH,3.4196666666666666,12.603666666666667
ESF1,15.932666666666668,29.972333333333335
ETAA1,0.597,-5.985666666666667
ETV3L,-5.875666666666667,4.412
EXO1,2.0436666666666667,-3.0413333333333332
EXOC1,12.755333333333335,26.33
EXOC2,14.960999999999999,29.906666666666666
EXOC4,5.814666666666667,24.016000000000002
EXOC5,15.167333333333334,35.045
EXOC6B,0.898,-8.471333333333334
EXOC7,17.596333333333334,42.887
EXOSC1,12.616,24.039
EXOSC6,-1.2890000000000001,19.113
EXOSC7,6.786666666666666,4.903999999999999
EXOSC8,4.940666666666666,19.588
EXT2,-10.92,-11.599333333333334
EZH2,-2.195,33.967666666666666
FAF2,2.5589999999999997,23.763333333333332
FAM102B,-3.3213333333333335,6.525666666666667
FAM110C,-6.98,-6.355666666666667
FAM149B1,10.574333333333334,27.319000000000003
FAM166B,-4.462666666666667,-6.134333333333333
FAM169A,-4.117,5.896999999999999
FAM173B,6.921666666666667,35.40466666666667
FAM177A1,-3.756,-5.3773333333333335
FAM204A,16.316666666666666,38.872
FAM206A,-2.775333333333333,7.367333333333333
FAM207A,-0.18633333333333324,-4.669666666666667
FAM210B,-7.029333333333334,-9.512666666666666
FAM216A,6.511666666666667,14.006333333333334
FAM221B,-4.700666666666667,-5.166
FAM32A,15.183333333333334,28.06833333333333
FAM47B,-4.651666666666666,-0.7660000000000006
FAM50A,-3.0046666666666666,8.285333333333334
FAM58A,-5.427666666666667,-1.087
FAM71B,-3.0469999999999997,-7.029
FAM71C,-2.4730000000000003,-8.500666666666667
FAM92B,-3.559,6.501333333333334
FAM96B,16.244,50.707
FAM98B,19.798333333333332,37.40866666666667
FANCD2,8.317666666666666,24.503666666666668
FANCE,25.108999999999998,40.04866666666666
FANCL,19.122333333333334,41.18066666666667
FARSA,5.019666666666667,23.515333333333334
FARSB,19.976333333333333,41.10433333333334
FASN,8.895666666666667,9.167
FASTK,1.74,10.396
FASTKD3,-1.856,-5.239333333333333
FAXC,4.101333333333333,20.229
FBL,24.974666666666668,45.64566666666666
FBN2,-6.933666666666666,-3.7626666666666666
FBXL5,6.917,10.778
FBXO28,-7.966666666666667,-2.8946666666666663
FBXO9,-5.1899999999999995,2.045333333333333
FCF1,16.447333333333333,36.71366666666667
FCN3,-7.729,-3.3813333333333335
FCRLA,-5.951333333333333,-4.634333333333334
FDFT1,22.003666666666668,36.142
FDPS,23.545666666666666,39.61266666666667
FDX1,-3.2573333333333334,-0.5373333333333333
FEN1,2.4163333333333332,16.875666666666667
FERMT1,-2.412,-0.4103333333333336
FERMT2,-3.6603333333333334,-5.875333333333333
FGF4,-4.909666666666666,-8.992666666666667
FGFR4,5.017666666666667,-5.7796666666666665
FIGNL1,14.645666666666667,4.309
FKBPL,-2.5363333333333333,1.6126666666666662
FLCN,-9.608666666666666,-3.7376666666666662
FMOD,-4.119666666666667,7.357333333333333
FMR1NB,-3.5773333333333333,-10.393
FNBP4,7.4399999999999995,8.593333333333334
FNDC7,-5.703666666666667,-10.452
FNTB,4.365666666666667,19.325
FOXG1,-4.038,-6.662
FOXH1,5.565333333333333,-1.373
FOXK1,4.083333333333333,0.4403333333333334
FOXK2,-2.3786666666666667,-9.165333333333333
FOXP2,-1.3150000000000002,7.844
FOXR1,-3.6776666666666666,0.7806666666666667
FRS2,9.392666666666667,10.838
FSCB,-2.3373333333333335,-8.982333333333333
FUBP1,6.1273333333333335,2.7760000000000002
FXR1,-1.9286666666666668,4.543333333333334
GABPA,-0.17199999999999993,21.291666666666668
GAK,2.1586666666666665,12.735333333333333
GAR1,7.6723333333333334,25.137
GARNL3,-2.1643333333333334,4.948
GATAD2A,-1.106,-9.468333333333334
GATC,-2.631,10.167
GBF1,15.380666666666666,36.34666666666667
GBP7,-5.304666666666667,-7.820666666666667
GCM2,-3.787,-10.190000000000001
GEMIN2,31.114333333333335,28.324
GEMIN8,18.175,36.73766666666667
GFAP,-5.9223333333333334,-8.081333333333333
GFM1,9.399333333333333,28.709666666666667
GFM2,3.3193333333333332,6.093666666666667
GINS2,17.802333333333333,32.28033333333333
GINS4,6.867333333333334,22.647666666666666
GLCCI1,1.2443333333333335,6.915
GLCE,-11.102,-11.794333333333334
GLE1,12.401,37.74633333333333
GLI2,7.105333333333333,-1.7836666666666665
GLMN,17.926000000000002,41.089666666666666
GLRA2,-4.495333333333333,-8.855
GLRX3,8.446333333333333,23.506
GMEB2,3.5923333333333334,28.950333333333333
GNB1L,6.4093333333333335,32.90466666666667
GNL2,4.891333333333333,21.818
GNPAT,20.150000000000002,33.724333333333334
GOLM1,1.016333333333333,12.402333333333333
GON4L,14.360666666666667,35.666
GPALPP1,-0.5453333333333333,24.739333333333335
GPATCH1,10.274333333333335,34.91433333333333
GPKOW,3.9573333333333336,18.957
GPN1,7.952333333333333,27.88
GPR135,-4.144333333333334,-0.49833333333333324
GPR27,-1.0350000000000001,-5.604
GPR89B,-4.3735,12.522
GPX5,-5.839333333333333,-7.740333333333333
GRK4,-4.231,4.313
GRM5,-4.986,-7.043333333333333
GSK3A,-7.782,-9.132
GSR,-4.907666666666667,17.05
GTF2B,12.736,28.002000000000002
GTF2H3,4.365666666666668,17.31533333333333
GTF3C3,19.817,40.56466666666667
GTF3C5,3.8103333333333333,22.740333333333332
GTF3C6,22.251,46.39566666666667
GTPBP4,-2.4019999999999997,10.954
GUCD1,-3.6726666666666667,-0.7346666666666668
H3F3C,-2.0143333333333335,8.873333333333333
HACD2,0.5149999999999999,5.571666666666666
HADH,1.9959999999999998,5.1673333333333336
HARS2,3.981333333333333,26.157666666666668
HAUS1,28.773333333333333,34.60966666666667
HAUS4,3.631666666666667,17.951999999999998
HAUS6,8.578333333333333,31.218
HAVCR2,19.354666666666667,40.64366666666667
HBS1L,6.359,33.42166666666667
HCN3,-4.0633333333333335,0.9249999999999999
HEATR3,15.334333333333333,38.165333333333336
HEATR5B,3.1783333333333332,-7.781333333333333
HHAT,-1.0916666666666666,11.925333333333333
HINFP,17.230333333333334,40.00833333333333
HIPK4,-6.118,-4.933666666666667
HJURP,22.377000000000002,31.572666666666663
HK1,-4.864,-2.3396666666666666
HLA-B,-4.304,-2.042
HMBOX1,-4.042,2.4833333333333334
HMBS,9.839666666666666,17.955666666666666
HMGCR,7.543333333333334,3.6633333333333336
HMGCS1,5.307,13.066
HMX1,-3.5826666666666664,3.5156666666666667
HNF1A,-4.678,-2.257333333333334
HNRNPA1,1.7525,17.668
HNRNPL,-0.7786666666666666,20.064
HNRNPM,-2.659333333333333,13.765
HNRNPR,-2.118666666666667,0.8556666666666666
HOMER1,-1.935,11.772333333333334
HOMER3,-1.8453333333333333,-2.195333333333333
HPCAL1,-4.923666666666667,-3.0573333333333332
HPS5,8.262,28.669666666666664
HRG,-5.559,-11.51
HSD17B10,24.955,48.534333333333336
HSD17B12,22.096,32.28966666666667
HSP90AB1,-0.13699999999999993,-9.033
HSPA13,-1.1606666666666667,13.011666666666667
HSPA14,-0.6766666666666667,19.578666666666667
HSPBAP1,3.7153333333333336,17.098999999999997
HTATSF1,-2.1576666666666666,6.695333333333334
HTR1A,-6.0023333333333335,-10.076
HTRA2,-4.551333333333333,-3.840666666666667
HUS1,6.754333333333333,16.295333333333332
HUWE1,3.1,18.651666666666667
HYLS1,0.8626666666666665,-7.905666666666667
HYOU1,-1.5116666666666667,14.789333333333333
HYPK,18.795333333333335,40.78366666666667
IARS2,20.387333333333334,34.022333333333336
ICE2,15.264,22.989333333333335
IDI1,4.650666666666666,5.774
IER5L,-2.3993333333333333,1.9746666666666666
IFI27L1,5.733666666666666,22.444666666666667
IFIT1,-2.829,3.4280000000000004
IFNGR1,-7.397333333333333,-5.745666666666667
IGF1R,1.5416666666666665,-3.131666666666667
IGHMBP2,-2.489,19.302
IGSF23,3.403,20.015666666666664
IL17D,-0.8563333333333333,4.972
IL6R,-4.442333333333334,-1.6503333333333334
IMMP1L,18.054333333333332,39.209
IMMT,-1.0676666666666668,19.941666666666666
IMP3,12.761,41.53766666666667
IMP4,0.9783333333333334,16.734666666666666
IMPDH1,-3.3823333333333334,-0.4413333333333333
INCENP,13.710333333333333,35.74633333333333
ING2,3.2216666666666667,9.743
INIP,3.296666666666667,-3.481
INO80B,12.043333333333333,15.436
INO80E,-1.404,-11.252333333333333
INPP5K,-4.553,11.603333333333333
INTS2,27.09866666666667,36.084666666666664
INTS7,8.469,35.179
IPO11,-1.9123333333333334,4.904
IPO5,-2.465,7.309
IPO7,3.616,10.016333333333334
IQCF1,-3.9793333333333334,-10.070666666666668
IQCH,2.1996666666666664,-5.832000000000001
IQGAP2,-4.528666666666666,0.612
IRF8,3.4520000000000004,6.028666666666667
IRS1,-0.7076666666666667,2.0980000000000003
IRS4,1.2086666666666666,-10.219
ISG20L2,9.371666666666666,38.07566666666667
ISY1,6.178333333333334,19.426666666666666
ITGA3,-5.1353333333333335,-3.996
ITGAV,7.706666666666667,11.941333333333333
ITGB1BP1,-2.7213333333333334,13.166
ITM2C,-2.0703333333333336,10.051
ITPKB,-2.642,-0.17333333333333348
JAZF1,-4.801333333333334,7.284
JMJD1C,-4.706666666666667,-11.302666666666667
JMJD6,-0.21633333333333338,-9.616333333333333
JTB,0.776,-7.6146666666666665
KAT2A,4.487,17.749
KAT5,-0.9346666666666668,8.269333333333334
KAT8,2.1999999999999997,19.058333333333334
KBTBD11,-2.3006666666666664,6.221666666666667
KBTBD3,5.322,10.378
KCMF1,-3.1353333333333335,1.4806666666666672
KCNAB3,-3.246,9.736333333333333
KCNG4,-5.050333333333334,-8.381
KCNH8,-2.0613333333333332,12.038333333333334
KDELR3,-4.357,-1.9959999999999998
KDM1A,11.733,13.271666666666667
KDM4D,-2.2243333333333335,10.347666666666667
KEAP1,-3.197,-0.7053333333333337
KIAA0355,-1.648,5.683666666666667
KIAA0391,-5.008333333333333,0.26533333333333325
KIAA0586,19.721,38.369
KIAA0753,-3.9779999999999998,-5.943333333333333
KIAA1958,-1.6609999999999998,6.275333333333334
KIDINS220,-3.3713333333333333,-10.1
KIF20A,4.482666666666667,14.058333333333334
KIF20B,6.670333333333334,-3.2343333333333333
KIF2C,10.935,-1.037
KIF4A,4.790333333333333,4.5906666666666665
KIRREL,-9.368,-9.173333333333334
KLC4,-3.282,2.663666666666667
